account_id,english_name,dealer_code,year,month,monthly_value,yearly_value,Date 
395DU,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,5,0,0,01-05-2022
395DU,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,5,15000,8651,01-05-2022
46000XG,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,6,0,0,01-06-2022
46000XG,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,6,18900,30066,01-06-2022
46000XG,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,6,0,0,01-06-2022
46000XG,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,6,0,0,01-06-2022
46000XG,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,6,0,0,01-06-2022
46000XG,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,6,18900,27551,01-06-2022
5015G,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,7,10150,37701,01-07-2022
5015G,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,7,0,0,01-07-2022
5015G,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,7,0,0,01-07-2022
5015G,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,7,0,0,01-07-2022
5015G,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,7,10150,40216,01-07-2022
5015G,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,7,0,0,01-07-2022
6004DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,8,10650,48351,01-08-2022
6004DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,8,0,0,01-08-2022
6004DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,8,0,0,01-08-2022
6004DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,8,0,0,01-08-2022
6004DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,8,10650,50866,01-08-2022
6004DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,8,0,0,01-08-2022
6115DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,9,0,0,01-09-2022
6115DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,9,0,50866,01-09-2022
6115DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,9,0,0,01-09-2022
6115DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,9,0,0,01-09-2022
6115DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,9,0,0,01-09-2022
6115DZ,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,9,0,48351,01-09-2022
8112D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,10,0,48351,01-10-2022
8112D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,10,0,0,01-10-2022
8112D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,10,0,0,01-10-2022
8112D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,10,0,0,01-10-2022
8112D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,10,0,50866,01-10-2022
8112D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,10,0,0,01-10-2022
8313D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,11,4000,52351,01-11-2022
8313D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,11,0,0,01-11-2022
8313D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,11,0,0,01-11-2022
8313D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,11,0,0,01-11-2022
8313D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,11,4000,54866,01-11-2022
8313D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,11,0,0,01-11-2022
8494D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,12,0,0,01-12-2022
8494D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,12,28750,83616,01-12-2022
8494D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,12,0,0,01-12-2022
8494D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,12,0,0,01-12-2022
8494D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,12,0,0,01-12-2022
8494D,Other Factory Rec. / Incentives - Mitsubishi,80475,2022,12,28750,81101,01-12-2022
0969P,Other Mechanical Labour,80475,2022,1,0,0,01-01-2022
0969P,Other Mechanical Labour,80475,2022,1,0,0,01-01-2022
0982P,Other Mechanical Labour,80475,2022,1,0,0,01-01-2022
13000AD,Other Mechanical Labour,80475,2022,2,0,0,01-02-2022
13000AD,Other Mechanical Labour,80475,2022,2,0,0,01-02-2022
1400D,Other Mechanical Labour,80475,2022,2,0,0,01-02-2022
200000D,Other Mechanical Labour,80475,2022,3,0,0,01-03-2022
200000D,Other Mechanical Labour,80475,2022,3,0,0,01-03-2022
2120D,Other Mechanical Labour,80475,2022,3,0,0,01-03-2022
3282S,Other Mechanical Labour,80475,2022,4,0,0,01-04-2022
3282S,Other Mechanical Labour,80475,2022,4,0,0,01-04-2022
3381U,Other Mechanical Labour,80475,2022,4,0,0,01-04-2022
395DU,Other Mechanical Labour,80475,2022,5,0,0,01-05-2022
395DU,Other Mechanical Labour,80475,2022,5,0,0,01-05-2022
396AU,Other Mechanical Labour,80475,2022,5,0,0,01-05-2022
46000XG,Other Mechanical Labour,80475,2022,6,0,0,01-06-2022
46000XG,Other Mechanical Labour,80475,2022,6,0,0,01-06-2022
50001SD,Other Mechanical Labour,80475,2022,6,0,0,01-06-2022
5010G,Other Mechanical Labour,80475,2022,7,0,0,01-07-2022
5015G,Other Mechanical Labour,80475,2022,7,0,0,01-07-2022
5015G,Other Mechanical Labour,80475,2022,7,0,0,01-07-2022
570DP,Other Mechanical Labour,80475,2022,8,0,0,01-08-2022
6004DZ,Other Mechanical Labour,80475,2022,8,0,0,01-08-2022
6004DZ,Other Mechanical Labour,80475,2022,8,0,0,01-08-2022
6115DZ,Other Mechanical Labour,80475,2022,9,0,0,01-09-2022
6115DZ,Other Mechanical Labour,80475,2022,9,0,0,01-09-2022
6126DZ,Other Mechanical Labour,80475,2022,9,0,0,01-09-2022
8092D,Other Mechanical Labour,80475,2022,10,0,0,01-10-2022
8111D,Other Mechanical Labour,80475,2022,10,0,0,01-10-2022
8112D,Other Mechanical Labour,80475,2022,10,0,0,01-10-2022
8273D,Other Mechanical Labour,80475,2022,11,0,0,01-11-2022
8313D,Other Mechanical Labour,80475,2022,11,0,0,01-11-2022
8313D,Other Mechanical Labour,80475,2022,11,0,0,01-11-2022
8462D,Other Mechanical Labour,80475,2022,12,0,0,01-12-2022
8494D,Other Mechanical Labour,80475,2022,12,0,0,01-12-2022
8494D,Other Mechanical Labour,80475,2022,12,0,0,01-12-2022
0981P,Other MMSCAN Program Expense,80475,2022,1,0,0,01-01-2022
14000DD,Other MMSCAN Program Expense,80475,2022,2,0,0,01-02-2022
2111D,Other MMSCAN Program Expense,80475,2022,3,0,0,01-03-2022
3381S,Other MMSCAN Program Expense,80475,2022,4,0,0,01-04-2022
396AD,Other MMSCAN Program Expense,80475,2022,5,0,0,01-05-2022
500013SDZ,Other MMSCAN Program Expense,80475,2022,6,0,0,01-06-2022
5010U,Other MMSCAN Program Expense,80475,2022,7,0,0,01-07-2022
570EP,Other MMSCAN Program Expense,80475,2022,8,0,0,01-08-2022
6125DZ,Other MMSCAN Program Expense,80475,2022,9,0,0,01-09-2022
8093D,Other MMSCAN Program Expense,80475,2022,10,0,0,01-10-2022
8274D,Other MMSCAN Program Expense,80475,2022,11,0,0,01-11-2022
8460D,Other MMSCAN Program Expense,80475,2022,12,0,0,01-12-2022
0981P,Other MMSCAN Program Income,80475,2022,1,0,0,01-01-2022
14000DD,Other MMSCAN Program Income,80475,2022,2,0,0,01-02-2022
2111D,Other MMSCAN Program Income,80475,2022,3,0,0,01-03-2022
3381S,Other MMSCAN Program Income,80475,2022,4,0,0,01-04-2022
396AD,Other MMSCAN Program Income,80475,2022,5,0,0,01-05-2022
500013SDZ,Other MMSCAN Program Income,80475,2022,6,0,0,01-06-2022
5010U,Other MMSCAN Program Income,80475,2022,7,0,0,01-07-2022
570P,Other MMSCAN Program Income,80475,2022,8,0,0,01-08-2022
6125DZ,Other MMSCAN Program Income,80475,2022,9,0,0,01-09-2022
8093D,Other MMSCAN Program Income,80475,2022,10,0,0,01-10-2022
8274D,Other MMSCAN Program Income,80475,2022,11,0,0,01-11-2022
8460D,Other MMSCAN Program Income,80475,2022,12,0,0,01-12-2022
0969P,Other Non-Automotive Assets,80475,2022,1,57705,57705,01-01-2022
13000AD,Other Non-Automotive Assets,80475,2022,2,57705,115410,01-02-2022
200000D,Other Non-Automotive Assets,80475,2022,3,55699,171109,01-03-2022
3282S,Other Non-Automotive Assets,80475,2022,4,55699,226808,01-04-2022
395DU,Other Non-Automotive Assets,80475,2022,5,57705,284513,01-05-2022
46000XG,Other Non-Automotive Assets,80475,2022,6,57705,342218,01-06-2022
5015G,Other Non-Automotive Assets,80475,2022,7,57705,399923,01-07-2022
6004DZ,Other Non-Automotive Assets,80475,2022,8,57704,457627,01-08-2022
6115DZ,Other Non-Automotive Assets,80475,2022,9,57702,515329,01-09-2022
8111D,Other Non-Automotive Assets,80475,2022,10,57702,573031,01-10-2022
8313D,Other Non-Automotive Assets,80475,2022,11,57703,630734,01-11-2022
8494D,Other Non-Automotive Assets,80475,2022,12,57703,688437,01-12-2022
0969P,Other Notes / Accounts Receivable,80475,2022,1,0,0,01-01-2022
13000AD,Other Notes / Accounts Receivable,80475,2022,2,0,0,01-02-2022
200000D,Other Notes / Accounts Receivable,80475,2022,3,0,0,01-03-2022
3282S,Other Notes / Accounts Receivable,80475,2022,4,0,0,01-04-2022
395DU,Other Notes / Accounts Receivable,80475,2022,5,0,0,01-05-2022
46000XG,Other Notes / Accounts Receivable,80475,2022,6,0,0,01-06-2022
5015G,Other Notes / Accounts Receivable,80475,2022,7,0,0,01-07-2022
6004DZ,Other Notes / Accounts Receivable,80475,2022,8,0,0,01-08-2022
6115DZ,Other Notes / Accounts Receivable,80475,2022,9,0,0,01-09-2022
8111D,Other Notes / Accounts Receivable,80475,2022,10,0,0,01-10-2022
8313D,Other Notes / Accounts Receivable,80475,2022,11,0,0,01-11-2022
8494D,Other Notes / Accounts Receivable,80475,2022,12,0,0,01-12-2022
0974P,Other Notes and Contracts Payable,80475,2022,1,2682365,2682365,01-01-2022
13000DD,Other Notes and Contracts Payable,80475,2022,2,2366159,5048524,01-02-2022
2010D,Other Notes and Contracts Payable,80475,2022,3,2633751,7682275,01-03-2022
3310G,Other Notes and Contracts Payable,80475,2022,4,2373806,10056081,01-04-2022
395HU,Other Notes and Contracts Payable,80475,2022,5,2461046,12517127,01-05-2022
47000U,Other Notes and Contracts Payable,80475,2022,6,2459798,14976925,01-06-2022
50114SDZ,Other Notes and Contracts Payable,80475,2022,7,2409014,17385939,01-07-2022
5720U,Other Notes and Contracts Payable,80475,2022,8,2116935,19502874,01-08-2022
6119DZ,Other Notes and Contracts Payable,80475,2022,9,2133839,21636713,01-09-2022
8104D,Other Notes and Contracts Payable,80475,2022,10,1950934,23587647,01-10-2022
8295D,Other Notes and Contracts Payable,80475,2022,11,1999182,25586829,01-11-2022
8500D,Other Notes and Contracts Payable,80475,2022,12,1988905,27575734,01-12-2022
0969P,Other P&A,80475,2022,1,0,0,01-01-2022
0969P,Other P&A,80475,2022,1,41,41,01-01-2022
0969P,Other P&A,80475,2022,1,22,22,01-01-2022
13000AD,Other P&A,80475,2022,2,0,0,01-02-2022
13000AD,Other P&A,80475,2022,2,180,221,01-02-2022
13000AD,Other P&A,80475,2022,2,99,121,01-02-2022
200000D,Other P&A,80475,2022,3,0,0,01-03-2022
200000D,Other P&A,80475,2022,3,842,1063,01-03-2022
200000D,Other P&A,80475,2022,3,159,280,01-03-2022
3282S,Other P&A,80475,2022,4,0,0,01-04-2022
3282S,Other P&A,80475,2022,4,138,1201,01-04-2022
3282S,Other P&A,80475,2022,4,74,354,01-04-2022
395DU,Other P&A,80475,2022,5,0,0,01-05-2022
395DU,Other P&A,80475,2022,5,436,1637,01-05-2022
395DU,Other P&A,80475,2022,5,138,492,01-05-2022
46000XG,Other P&A,80475,2022,6,0,0,01-06-2022
46000XG,Other P&A,80475,2022,6,485,2122,01-06-2022
46000XG,Other P&A,80475,2022,6,218,710,01-06-2022
5015G,Other P&A,80475,2022,7,173,883,01-07-2022
5015G,Other P&A,80475,2022,7,2125,4247,01-07-2022
5015G,Other P&A,80475,2022,7,0,0,01-07-2022
6004DZ,Other P&A,80475,2022,8,915,1798,01-08-2022
6004DZ,Other P&A,80475,2022,8,3164,7411,01-08-2022
6004DZ,Other P&A,80475,2022,8,0,0,01-08-2022
6115DZ,Other P&A,80475,2022,9,0,0,01-09-2022
6115DZ,Other P&A,80475,2022,9,79,7490,01-09-2022
6115DZ,Other P&A,80475,2022,9,52,1850,01-09-2022
8111D,Other P&A,80475,2022,10,308,2158,01-10-2022
8111D,Other P&A,80475,2022,10,1061,8551,01-10-2022
8111D,Other P&A,80475,2022,10,0,0,01-10-2022
8313D,Other P&A,80475,2022,11,530,2688,01-11-2022
8313D,Other P&A,80475,2022,11,1229,9780,01-11-2022
8313D,Other P&A,80475,2022,11,0,0,01-11-2022
8494D,Other P&A,80475,2022,12,0,0,01-12-2022
8494D,Other P&A,80475,2022,12,825,10605,01-12-2022
8494D,Other P&A,80475,2022,12,363,3051,01-12-2022
0969P,Other Salaries & Wages,80475,2022,1,560,560,01-01-2022
0969P,Other Salaries & Wages,80475,2022,1,560,560,01-01-2022
0969P,Other Salaries & Wages,80475,2022,1,0,0,01-01-2022
0969P,Other Salaries & Wages,80475,2022,1,560,560,01-01-2022
0976P,Other Salaries & Wages,80475,2022,1,6878,6878,01-01-2022
0978P,Other Salaries & Wages,80475,2022,1,5198,5198,01-01-2022
13000AD,Other Salaries & Wages,80475,2022,2,433,993,01-02-2022
13000AD,Other Salaries & Wages,80475,2022,2,433,993,01-02-2022
13000AD,Other Salaries & Wages,80475,2022,2,0,0,01-02-2022
13000AD,Other Salaries & Wages,80475,2022,2,433,993,01-02-2022
14000BD,Other Salaries & Wages,80475,2022,2,6330,13208,01-02-2022
14000D,Other Salaries & Wages,80475,2022,2,5031,10229,01-02-2022
200000D,Other Salaries & Wages,80475,2022,3,657,1650,01-03-2022
200000D,Other Salaries & Wages,80475,2022,3,657,1650,01-03-2022
200000D,Other Salaries & Wages,80475,2022,3,0,0,01-03-2022
200000D,Other Salaries & Wages,80475,2022,3,657,1650,01-03-2022
21000D,Other Salaries & Wages,80475,2022,3,6649,19857,01-03-2022
2100D,Other Salaries & Wages,80475,2022,3,4678,14907,01-03-2022
3282S,Other Salaries & Wages,80475,2022,4,946,2596,01-04-2022
3282S,Other Salaries & Wages,80475,2022,4,946,2596,01-04-2022
3282S,Other Salaries & Wages,80475,2022,4,0,0,01-04-2022
3282S,Other Salaries & Wages,80475,2022,4,946,2596,01-04-2022
3341G,Other Salaries & Wages,80475,2022,4,10987,30844,01-04-2022
3341U,Other Salaries & Wages,80475,2022,4,8149,23056,01-04-2022
395DU,Other Salaries & Wages,80475,2022,5,690,3286,01-05-2022
395DU,Other Salaries & Wages,80475,2022,5,690,3286,01-05-2022
395DU,Other Salaries & Wages,80475,2022,5,0,0,01-05-2022
395DU,Other Salaries & Wages,80475,2022,5,690,3286,01-05-2022
395JU,Other Salaries & Wages,80475,2022,5,6461,37305,01-05-2022
395LU,Other Salaries & Wages,80475,2022,5,4391,27447,01-05-2022
46000XG,Other Salaries & Wages,80475,2022,6,736,4022,01-06-2022
46000XG,Other Salaries & Wages,80475,2022,6,796,4082,01-06-2022
46000XG,Other Salaries & Wages,80475,2022,6,0,0,01-06-2022
46000XG,Other Salaries & Wages,80475,2022,6,736,4022,01-06-2022
48000G,Other Salaries & Wages,80475,2022,6,9362,46667,01-06-2022
49000XG,Other Salaries & Wages,80475,2022,6,7094,34541,01-06-2022
50110SD,Other Salaries & Wages,80475,2022,7,9213,43754,01-07-2022
50112SD,Other Salaries & Wages,80475,2022,7,11705,58372,01-07-2022
5015G,Other Salaries & Wages,80475,2022,7,1132,5154,01-07-2022
5015G,Other Salaries & Wages,80475,2022,7,0,0,01-07-2022
5015G,Other Salaries & Wages,80475,2022,7,680,4762,01-07-2022
5015G,Other Salaries & Wages,80475,2022,7,680,4702,01-07-2022
570TP,Other Salaries & Wages,80475,2022,8,10672,54426,01-08-2022
5710S,Other Salaries & Wages,80475,2022,8,15625,73997,01-08-2022
6004DZ,Other Salaries & Wages,80475,2022,8,2769,7923,01-08-2022
6004DZ,Other Salaries & Wages,80475,2022,8,0,0,01-08-2022
6004DZ,Other Salaries & Wages,80475,2022,8,1092,5854,01-08-2022
6004DZ,Other Salaries & Wages,80475,2022,8,1092,5794,01-08-2022
6115DZ,Other Salaries & Wages,80475,2022,9,1063,6857,01-09-2022
6115DZ,Other Salaries & Wages,80475,2022,9,1063,6917,01-09-2022
6115DZ,Other Salaries & Wages,80475,2022,9,0,0,01-09-2022
6115DZ,Other Salaries & Wages,80475,2022,9,2542,10465,01-09-2022
6121DZ,Other Salaries & Wages,80475,2022,9,16438,90435,01-09-2022
6123DZ,Other Salaries & Wages,80475,2022,9,11770,66196,01-09-2022
8095D,Other Salaries & Wages,80475,2022,10,3957,70153,01-10-2022
8101D,Other Salaries & Wages,80475,2022,10,6102,96537,01-10-2022
8111D,Other Salaries & Wages,80475,2022,10,715,11180,01-10-2022
8111D,Other Salaries & Wages,80475,2022,10,0,0,01-10-2022
8111D,Other Salaries & Wages,80475,2022,10,715,7632,01-10-2022
8111D,Other Salaries & Wages,80475,2022,10,715,7572,01-10-2022
8290D,Other Salaries & Wages,80475,2022,11,3277,73430,01-11-2022
8292D,Other Salaries & Wages,80475,2022,11,5284,101821,01-11-2022
8313D,Other Salaries & Wages,80475,2022,11,669,11849,01-11-2022
8313D,Other Salaries & Wages,80475,2022,11,0,0,01-11-2022
8313D,Other Salaries & Wages,80475,2022,11,669,8301,01-11-2022
8313D,Other Salaries & Wages,80475,2022,11,669,8241,01-11-2022
8452D,Other Salaries & Wages,80475,2022,12,5055,106876,01-12-2022
8455D,Other Salaries & Wages,80475,2022,12,3267,76697,01-12-2022
8494D,Other Salaries & Wages,80475,2022,12,596,8837,01-12-2022
8494D,Other Salaries & Wages,80475,2022,12,596,8897,01-12-2022
8494D,Other Salaries & Wages,80475,2022,12,0,0,01-12-2022
8494D,Other Salaries & Wages,80475,2022,12,596,12445,01-12-2022
0969P,Other Supplies & Tools,80475,2022,1,344,344,01-01-2022
0969P,Other Supplies & Tools,80475,2022,1,147,147,01-01-2022
0969P,Other Supplies & Tools,80475,2022,1,147,147,01-01-2022
0969P,Other Supplies & Tools,80475,2022,1,0,0,01-01-2022
0977P,Other Supplies & Tools,80475,2022,1,973,973,01-01-2022
0979P,Other Supplies & Tools,80475,2022,1,335,335,01-01-2022
13000BD,Other Supplies & Tools,80475,2022,2,632,976,01-02-2022
13000BD,Other Supplies & Tools,80475,2022,2,960,1107,01-02-2022
13000BD,Other Supplies & Tools,80475,2022,2,271,418,01-02-2022
13000BD,Other Supplies & Tools,80475,2022,2,0,0,01-02-2022
14000CD,Other Supplies & Tools,80475,2022,2,2729,3702,01-02-2022
14000D,Other Supplies & Tools,80475,2022,2,866,1201,01-02-2022
200000D,Other Supplies & Tools,80475,2022,3,445,1421,01-03-2022
200000D,Other Supplies & Tools,80475,2022,3,458,1565,01-03-2022
200000D,Other Supplies & Tools,80475,2022,3,191,609,01-03-2022
200000D,Other Supplies & Tools,80475,2022,3,0,0,01-03-2022
2100CLD,Other Supplies & Tools,80475,2022,3,3565,7267,01-03-2022
2100D,Other Supplies & Tools,80475,2022,3,2471,3672,01-03-2022
3282S,Other Supplies & Tools,80475,2022,4,432,1853,01-04-2022
3282S,Other Supplies & Tools,80475,2022,4,185,1750,01-04-2022
3282S,Other Supplies & Tools,80475,2022,4,185,794,01-04-2022
3282S,Other Supplies & Tools,80475,2022,4,0,0,01-04-2022
3341S,Other Supplies & Tools,80475,2022,4,987,8254,01-04-2022
3341U,Other Supplies & Tools,80475,2022,4,185,3857,01-04-2022
395DU,Other Supplies & Tools,80475,2022,5,310,2163,01-05-2022
395DU,Other Supplies & Tools,80475,2022,5,257,2007,01-05-2022
395DU,Other Supplies & Tools,80475,2022,5,133,927,01-05-2022
395DU,Other Supplies & Tools,80475,2022,5,0,0,01-05-2022
395KU,Other Supplies & Tools,80475,2022,5,1464,9718,01-05-2022
3960U,Other Supplies & Tools,80475,2022,5,764,4621,01-05-2022
46000XG,Other Supplies & Tools,80475,2022,6,330,2493,01-06-2022
46000XG,Other Supplies & Tools,80475,2022,6,141,2148,01-06-2022
46000XG,Other Supplies & Tools,80475,2022,6,141,1068,01-06-2022
46000XG,Other Supplies & Tools,80475,2022,6,0,0,01-06-2022
48000S,Other Supplies & Tools,80475,2022,6,612,10330,01-06-2022
49000XS,Other Supplies & Tools,80475,2022,6,0,4621,01-06-2022
50110SD,Other Supplies & Tools,80475,2022,7,-236,4385,01-07-2022
50111SD,Other Supplies & Tools,80475,2022,7,699,11029,01-07-2022
5015G,Other Supplies & Tools,80475,2022,7,0,0,01-07-2022
5015G,Other Supplies & Tools,80475,2022,7,216,1284,01-07-2022
5015G,Other Supplies & Tools,80475,2022,7,216,2364,01-07-2022
5015G,Other Supplies & Tools,80475,2022,7,503,2996,01-07-2022
570TP,Other Supplies & Tools,80475,2022,8,1053,5438,01-08-2022
5710G,Other Supplies & Tools,80475,2022,8,1456,12485,01-08-2022
6003DZ,Other Supplies & Tools,80475,2022,8,0,0,01-08-2022
6003DZ,Other Supplies & Tools,80475,2022,8,104,1388,01-08-2022
6003DZ,Other Supplies & Tools,80475,2022,8,78,2442,01-08-2022
6004DZ,Other Supplies & Tools,80475,2022,8,221,3217,01-08-2022
6115DZ,Other Supplies & Tools,80475,2022,9,71,3288,01-09-2022
6115DZ,Other Supplies & Tools,80475,2022,9,67,2509,01-09-2022
6115DZ,Other Supplies & Tools,80475,2022,9,30,1418,01-09-2022
6115DZ,Other Supplies & Tools,80475,2022,9,0,0,01-09-2022
6122DZ,Other Supplies & Tools,80475,2022,9,60,12545,01-09-2022
6124DZ,Other Supplies & Tools,80475,2022,9,-108,5330,01-09-2022
8095D,Other Supplies & Tools,80475,2022,10,4,5334,01-10-2022
8100D,Other Supplies & Tools,80475,2022,10,689,13234,01-10-2022
8111D,Other Supplies & Tools,80475,2022,10,0,0,01-10-2022
8111D,Other Supplies & Tools,80475,2022,10,158,1576,01-10-2022
8111D,Other Supplies & Tools,80475,2022,10,158,2667,01-10-2022
8111D,Other Supplies & Tools,80475,2022,10,369,3657,01-10-2022
8290D,Other Supplies & Tools,80475,2022,11,3932,9266,01-11-2022
8291D,Other Supplies & Tools,80475,2022,11,5448,18682,01-11-2022
8312D,Other Supplies & Tools,80475,2022,11,0,0,01-11-2022
8313D,Other Supplies & Tools,80475,2022,11,350,1926,01-11-2022
8313D,Other Supplies & Tools,80475,2022,11,350,3017,01-11-2022
8313D,Other Supplies & Tools,80475,2022,11,816,4473,01-11-2022
8453D,Other Supplies & Tools,80475,2022,12,119,18801,01-12-2022
8455D,Other Supplies & Tools,80475,2022,12,-361,8905,01-12-2022
8494D,Other Supplies & Tools,80475,2022,12,250,4723,01-12-2022
8494D,Other Supplies & Tools,80475,2022,12,107,3124,01-12-2022
8494D,Other Supplies & Tools,80475,2022,12,107,2033,01-12-2022
8494D,Other Supplies & Tools,80475,2022,12,16,16,01-12-2022
0969P,Other Vehicles,80475,2022,1,0,0,01-01-2022
13000BD,Other Vehicles,80475,2022,2,0,0,01-02-2022
200000D,Other Vehicles,80475,2022,3,0,0,01-03-2022
3282S,Other Vehicles,80475,2022,4,0,0,01-04-2022
395DU,Other Vehicles,80475,2022,5,0,0,01-05-2022
46000XG,Other Vehicles,80475,2022,6,0,0,01-06-2022
5015G,Other Vehicles,80475,2022,7,0,0,01-07-2022
6003DZ,Other Vehicles,80475,2022,8,0,0,01-08-2022
6115DZ,Other Vehicles,80475,2022,9,0,0,01-09-2022
8111D,Other Vehicles,80475,2022,10,0,0,01-10-2022
8312D,Other Vehicles,80475,2022,11,0,0,01-11-2022
8494D,Other Vehicles,80475,2022,12,0,0,01-12-2022
8999,Outlander,80475,2022,1,1,1,01-01-2022
0969P,Outlander,80475,2022,1,44897,44897,01-01-2022
0969P,Outlander,80475,2022,1,2951,2951,01-01-2022
1280BD,Outlander,80475,2022,2,5,6,01-02-2022
13000BD,Outlander,80475,2022,2,196672,241569,01-02-2022
13000BD,Outlander,80475,2022,2,13865,16816,01-02-2022
1870D,Outlander,80475,2022,3,3,9,01-03-2022
20000D,Outlander,80475,2022,3,122210,363779,01-03-2022
20000D,Outlander,80475,2022,3,6261,23077,01-03-2022
3099U,Outlander,80475,2022,4,9,18,01-04-2022
3282S,Outlander,80475,2022,4,365269,729048,01-04-2022
3282S,Outlander,80475,2022,4,31090,54167,01-04-2022
392GU,Outlander,80475,2022,5,1,19,01-05-2022
395DU,Outlander,80475,2022,5,42025,771073,01-05-2022
395DU,Outlander,80475,2022,5,3592,57759,01-05-2022
4513G,Outlander,80475,2022,6,2,21,01-06-2022
46000XG,Outlander,80475,2022,6,85226,856299,01-06-2022
46000XG,Outlander,80475,2022,6,8872,66631,01-06-2022
5015G,Outlander,80475,2022,7,14602,81233,01-07-2022
5015G,Outlander,80475,2022,7,125607,981906,01-07-2022
5040S,Outlander,80475,2022,7,3,24,01-07-2022
6003DZ,Outlander,80475,2022,8,31534,112767,01-08-2022
6003DZ,Outlander,80475,2022,8,103148,1085054,01-08-2022
6014DZ,Outlander,80475,2022,8,3,27,01-08-2022
6107DZ,Outlander,80475,2022,9,6,33,01-09-2022
6115DZ,Outlander,80475,2022,9,270454,1355508,01-09-2022
6115DZ,Outlander,80475,2022,9,34091,146858,01-09-2022
8111D,Outlander,80475,2022,10,37136,183994,01-10-2022
8111D,Outlander,80475,2022,10,422106,1777614,01-10-2022
8133D,Outlander,80475,2022,10,10,43,01-10-2022
8312D,Outlander,80475,2022,11,24729,208723,01-11-2022
8312D,Outlander,80475,2022,11,321525,2099139,01-11-2022
8331D,Outlander,80475,2022,11,7,50,01-11-2022
8480D,Outlander,80475,2022,12,8,58,01-12-2022
8494D,Outlander,80475,2022,12,405242,2504381,01-12-2022
8494D,Outlander,80475,2022,12,43246,251969,01-12-2022
8999,Outlander PHEV,80475,2022,1,0,0,01-01-2022
0969P,Outlander PHEV,80475,2022,1,0,0,01-01-2022
0969P,Outlander PHEV,80475,2022,1,0,0,01-01-2022
1280BD,Outlander PHEV,80475,2022,2,0,0,01-02-2022
13000BD,Outlander PHEV,80475,2022,2,0,0,01-02-2022
13000BD,Outlander PHEV,80475,2022,2,0,0,01-02-2022
1870D,Outlander PHEV,80475,2022,3,0,0,01-03-2022
20000D,Outlander PHEV,80475,2022,3,0,0,01-03-2022
20000D,Outlander PHEV,80475,2022,3,0,0,01-03-2022
3099U,Outlander PHEV,80475,2022,4,0,0,01-04-2022
3282S,Outlander PHEV,80475,2022,4,0,0,01-04-2022
3282S,Outlander PHEV,80475,2022,4,0,0,01-04-2022
392GU,Outlander PHEV,80475,2022,5,2,2,01-05-2022
395DU,Outlander PHEV,80475,2022,5,9630,9630,01-05-2022
395DU,Outlander PHEV,80475,2022,5,93871,93871,01-05-2022
4513G,Outlander PHEV,80475,2022,6,1,3,01-06-2022
46000XG,Outlander PHEV,80475,2022,6,4119,13749,01-06-2022
46000XG,Outlander PHEV,80475,2022,6,47258,141129,01-06-2022
5011U,Outlander PHEV,80475,2022,7,0,141129,01-07-2022
5011U,Outlander PHEV,80475,2022,7,0,13749,01-07-2022
5040S,Outlander PHEV,80475,2022,7,0,3,01-07-2022
